epoch,timestamp,cpu0_user,cpu0_nice,cpu0_system,cpu0_idle,cpu0_iowait,cpu1_user,cpu1_nice,cpu1_system,cpu1_idle,cpu1_iowait,mem_total_kb,mem_available_kb,mem_free_kb
1776802433,2026-04-21 20:13:53,104,0,259,50546,65,107,0,153,50685,36,1027320,987536,978600
1776802434,2026-04-21 20:13:54,106,0,261,50646,65,165,0,172,50685,62,1027320,969168,945080
1776802435,2026-04-21 20:13:55,108,0,263,50744,65,252,0,180,50686,69,1027320,965672,936944
1776802436,2026-04-21 20:13:56,110,0,264,50844,65,354,0,180,50686,69,1027320,965456,936728
1776802437,2026-04-21 20:13:57,110,0,267,50943,66,454,0,183,50686,69,1027320,965724,936992
1776802438,2026-04-21 20:13:58,205,0,269,50948,66,460,0,185,50781,69,1027320,965392,936660
1776802439,2026-04-21 20:13:59,235,0,280,51010,66,460,0,187,50881,69,1027320,966912,938180
1776802440,2026-04-21 20:14:00,237,0,283,51107,66,460,0,193,50978,69,1027320,966944,938212
1776802441,2026-04-21 20:14:01,281,0,298,51138,80,507,0,217,51000,79,1027320,936556,885832
1776802442,2026-04-21 20:14:02,373,0,307,51144,81,589,0,240,51004,81,1027320,894448,837884
1776802443,2026-04-21 20:14:03,468,0,319,51148,81,693,0,247,51004,81,1027320,893308,835864
1776802444,2026-04-21 20:14:04,571,0,325,51151,81,793,0,258,51005,81,1027320,894360,835968
1776802445,2026-04-21 20:14:05,661,0,338,51156,81,893,0,263,51006,81,1027320,894240,834996
1776802446,2026-04-21 20:14:06,748,0,346,51171,81,990,0,277,51006,81,1027320,893780,833620
1776802447,2026-04-21 20:14:07,847,0,358,51171,81,1101,0,279,51006,81,1027320,894064,833004
1776802448,2026-04-21 20:14:08,949,0,368,51171,81,1208,0,286,51006,81,1027320,894028,832080
1776802450,2026-04-21 20:14:10,1053,0,377,51171,81,1315,0,290,51006,81,1027320,892876,830064
1776802451,2026-04-21 20:14:11,1151,0,389,51171,81,1420,0,294,51006,81,1027320,892364,828728
1776802452,2026-04-21 20:14:12,1256,0,394,51171,81,1502,0,320,51006,82,1027320,831320,766676
1776802453,2026-04-21 20:14:13,1356,0,403,51171,81,1606,0,326,51006,82,1027320,826572,761108
1776802454,2026-04-21 20:14:14,1455,0,415,51171,81,1715,0,330,51006,82,1027320,827076,760684
1776802455,2026-04-21 20:14:15,1558,0,422,51171,81,1820,0,335,51006,82,1027320,827256,760024
1776802456,2026-04-21 20:14:16,1659,0,431,51171,81,1919,0,345,51006,82,1027320,826596,758484
1776802457,2026-04-21 20:14:17,1761,0,439,51171,81,2025,0,351,51006,82,1027320,827000,758096
1776802458,2026-04-21 20:14:18,1863,0,448,51171,81,2134,0,352,51006,82,1027320,826928,757136
1776802460,2026-04-21 20:14:20,1963,0,458,51171,81,2243,0,354,51006,82,1027320,825780,755108
1776802461,2026-04-21 20:14:21,2066,0,467,51171,81,2348,0,361,51006,82,1027320,824684,753152
1776802462,2026-04-21 20:14:22,2107,0,477,51230,81,2399,0,381,51042,85,1027320,888120,813160
1776802463,2026-04-21 20:14:23,2195,0,495,51230,81,2497,0,389,51042,85,1027320,887848,810952
1776802464,2026-04-21 20:14:24,2299,0,499,51230,81,2600,0,395,51042,85,1027320,887596,809344
1776802465,2026-04-21 20:14:25,2403,0,504,51230,81,2696,0,408,51042,85,1027320,880252,801256
1776802466,2026-04-21 20:14:26,2503,0,515,51230,81,2798,0,418,51042,85,1027320,896072,815484
1776802467,2026-04-21 20:14:27,2607,0,519,51231,81,2892,0,423,51052,85,1027320,891592,810116
1776802468,2026-04-21 20:14:28,2708,0,527,51231,81,2995,0,430,51052,85,1027320,874648,792248
1776802469,2026-04-21 20:14:29,2808,0,538,51231,81,3096,0,440,51052,85,1027320,889976,806684
1776802471,2026-04-21 20:14:31,2910,0,546,51231,81,3197,0,449,51052,85,1027320,885340,801128
1776802472,2026-04-21 20:14:32,3004,0,561,51231,81,3294,0,462,51052,85,1027320,874756,789680
1776802473,2026-04-21 20:14:33,3096,0,575,51235,81,3403,0,465,51053,85,1027320,863856,777756
1776802474,2026-04-21 20:14:34,3195,0,586,51240,81,3512,0,471,51053,85,1027320,841100,754080
1776802475,2026-04-21 20:14:35,3300,0,592,51242,81,3615,0,481,51053,85,1027320,808068,720152
1776802476,2026-04-21 20:14:36,3400,0,603,51242,81,3720,0,487,51053,85,1027320,862648,773780
1776802477,2026-04-21 20:14:37,3503,0,613,51242,81,3826,0,495,51053,85,1027320,858268,768532
1776802478,2026-04-21 20:14:38,3605,0,624,51242,81,3931,0,504,51053,85,1027320,886924,796292
1776802480,2026-04-21 20:14:40,3707,0,634,51242,81,4019,0,528,51053,85,1027320,839152,747712
1776802481,2026-04-21 20:14:41,3808,0,646,51242,81,4107,0,553,51053,85,1027320,878696,786360
1776802482,2026-04-21 20:14:42,3905,0,659,51242,81,4207,0,564,51053,85,1027320,884220,791012
1776802483,2026-04-21 20:14:43,3955,0,666,51293,81,4299,0,578,51053,85,1027320,899484,805852
1776802484,2026-04-21 20:14:44,4029,0,682,51307,81,4372,0,609,51055,85,1027320,884452,789500
1776802485,2026-04-21 20:14:45,4128,0,694,51307,81,4473,0,617,51055,85,1027320,864896,769244
1776802486,2026-04-21 20:14:46,4233,0,698,51307,81,4570,0,628,51055,85,1027320,855892,759492
1776802487,2026-04-21 20:14:47,4337,0,703,51307,81,4664,0,646,51055,85,1027320,884932,787000
1776802488,2026-04-21 20:14:48,4446,0,705,51307,81,4758,0,662,51055,85,1027320,884836,785996
1776802489,2026-04-21 20:14:49,4555,0,709,51307,81,4851,0,683,51055,85,1027320,900884,801076
1776802491,2026-04-21 20:14:51,4660,0,717,51307,81,4942,0,701,51055,85,1027320,896188,795388
1776802492,2026-04-21 20:14:52,4756,0,728,51308,81,5041,0,707,51058,85,1027320,898352,796672
1776802493,2026-04-21 20:14:53,4858,0,735,51308,81,5130,0,730,51058,85,1027320,891644,789076
1776802494,2026-04-21 20:14:54,4963,0,747,51308,81,5230,0,746,51058,85,1027320,899192,795744
1776802495,2026-04-21 20:14:55,5067,0,754,51308,81,5326,0,762,51058,85,1027320,898468,794160
1776802496,2026-04-21 20:14:56,5169,0,763,51308,81,5426,0,773,51058,85,1027320,900112,794988
1776802497,2026-04-21 20:14:57,5265,0,778,51308,81,5518,0,792,51058,85,1027320,900512,794568
1776802498,2026-04-21 20:14:58,5367,0,789,51308,81,5619,0,805,51058,85,1027320,899100,792300
1776802500,2026-04-21 20:15:00,5468,0,801,51308,81,5713,0,824,51058,85,1027320,899604,792000
1776802501,2026-04-21 20:15:01,5569,0,813,51308,81,5810,0,839,51058,85,1027320,895700,787244
1776802502,2026-04-21 20:15:02,5669,0,825,51308,81,5905,0,855,51058,85,1027320,899916,790600
1776802503,2026-04-21 20:15:03,5768,0,836,51308,81,6002,0,871,51058,85,1027320,894848,784660
1776802504,2026-04-21 20:15:04,5867,0,849,51308,81,6102,0,884,51058,85,1027320,898792,787760
1776802505,2026-04-21 20:15:05,5939,0,862,51330,82,6201,0,891,51058,85,1027320,901332,789688
1776802506,2026-04-21 20:15:06,5998,0,877,51361,82,6298,0,901,51058,85,1027320,900532,787836
1776802507,2026-04-21 20:15:07,6107,0,879,51361,82,6398,0,912,51058,85,1027320,885316,771632
1776802508,2026-04-21 20:15:08,6213,0,885,51361,82,6504,0,918,51058,85,1027320,885156,770808
1776802510,2026-04-21 20:15:10,6323,0,891,51362,82,6616,0,922,51058,85,1027320,900944,785128
1776802511,2026-04-21 20:15:11,6433,0,893,51362,82,6719,0,930,51058,85,1027320,903360,802228
1776802512,2026-04-21 20:15:12,6538,0,898,51365,82,6826,0,937,51058,85,1027320,902120,799448
1776802513,2026-04-21 20:15:13,6639,0,909,51365,82,6930,0,945,51058,85,1027320,886864,783344
1776802514,2026-04-21 20:15:14,6743,0,919,51365,82,7041,0,946,51058,85,1027320,884372,779952
