samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,40.8501,40.7557,-46.0439,-46.064,9849,9320,47.644,47.1846,-4.00743,-3.99418,0.02011,2.49107,2.48873
