samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,47.2192,47.3172,-44.7854,-44.7674,10110,9417,46.6126,45.9779,-4.01764,-4.00031,-0.0180087,2.45705,2.4819
