samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,19.288,19.0564,-52.562,-52.667,452,407,27.397,26.5911,-4.03777,-4.01595,0.104932,2.07262,2.09032
