samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,19.3921,19.1209,-52.5153,-52.6376,585,537,29.5906,28.9693,-4.028,-3.99818,0.122331,2.07508,2.08548
