samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,19.4536,19.1819,-52.4878,-52.61,427,971,26.8286,34.0866,-3.99677,-3.97481,0.122177,2.059,2.08545
