time,ukf_X x,ukf_X y,ukf_X z,ukf_X k
2026-07-27T10:50:10Z,-0.26705554127693176,-0.7194012403488159,-0.19492244720458984,-0.6108587980270386
2026-07-27T10:50:20Z,-0.30874136090278625,-0.698758602142334,-0.15033461153507233,-0.6275465488433838
2026-07-27T10:50:30Z,-0.328629732131958,-0.6859447360038757,-0.12061997503042221,-0.6379130482673645
2026-07-27T10:50:40Z,-0.3403199315071106,-0.6750866770744324,-0.09212466329336166,-0.6480380296707153
2026-07-27T10:50:50Z,-0.34672608971595764,-0.661710262298584,-0.06106407195329666,-0.6619605422019958
2026-07-27T10:51:10Z,-0.3432179093360901,-0.6258372664451599,-0.006585833616554737,-0.7003468871116638
2026-07-27T10:51:20Z,-0.360531747341156,-0.5577062964439392,0.0362543947994709,-0.7467705607414246
2026-07-27T10:51:30Z,-0.378447949886322,-0.4865178167819977,0.07495839893817902,-0.7838742733001709
2026-07-27T10:51:40Z,-0.3913792669773102,-0.41138213872909546,0.11682213097810745,-0.8148248791694641
2026-07-27T10:51:50Z,-0.4549412131309509,-0.31876251101493835,0.17886237800121307,-0.8120513558387756
2026-07-27T10:52:00Z,-0.47379395365715027,-0.23824894428253174,0.20695655047893524,-0.822147011756897
2026-07-27T10:52:10Z,-0.47150179743766785,-0.17570297420024872,0.24622608721256256,-0.8283641934394836
2026-07-27T10:52:20Z,-0.48256999254226685,-0.10319783538579941,0.28059080243110657,-0.8232528567314148
2026-07-27T10:52:30Z,-0.5109397172927856,-0.028995798900723457,0.3103860318660736,-0.8010994791984558
2026-07-27T10:52:40Z,-0.5527702569961548,0.05456935614347458,0.31359797716140747,-0.7701452970504761
2026-07-27T10:52:50Z,-0.6057616472244263,0.16984130442142487,0.2699040472507477,-0.7289434671401978
2026-07-27T10:53:00Z,-0.6526826024055481,0.260801762342453,0.20148731768131256,-0.6821956038475037
2026-07-27T10:53:10Z,-0.7196734547615051,0.3091453015804291,0.12993019819259644,-0.6079617738723755
2026-07-27T10:53:20Z,-0.7808278799057007,0.3143838346004486,0.07193785905838013,-0.5350660085678101
2026-07-27T10:53:40Z,-0.8560915589332581,0.34709057211875916,-0.02555602416396141,-0.3820764422416687
2026-07-27T10:53:50Z,-0.8697606921195984,0.37430405616760254,-0.06773804873228073,-0.31436342000961304
2026-07-27T10:54:00Z,-0.8713621497154236,0.39977845549583435,-0.09729272127151489,-0.2672813832759857
2026-07-27T10:54:10Z,-0.8672289848327637,0.42616575956344604,-0.1244303435087204,-0.22541888058185577
2026-07-27T10:54:20Z,-0.8609494566917419,0.44809773564338684,-0.14651444554328918,-0.1910707950592041
2026-07-27T10:54:40Z,-0.8419947624206543,0.4905700087547302,-0.1879786252975464,-0.12267827242612839
2026-07-27T10:54:50Z,-0.8298101425170898,0.510063111782074,-0.20928119122982025,-0.086326465010643
2026-07-27T10:55:00Z,-0.81783527135849,0.525519609451294,-0.22809040546417236,-0.05430871993303299
2026-07-27T10:55:10Z,-0.8030836582183838,0.5405150651931763,-0.2499944567680359,-0.02007659338414669
2026-07-27T10:55:20Z,-0.7942518591880798,0.5487292408943176,-0.26088133454322815,0.0011228913208469748
2026-07-27T10:55:30Z,-0.7857587337493896,0.55274897813797,-0.27700912952423096,0.017823996022343636
2026-07-27T10:55:40Z,-0.7816877961158752,0.5528097748756409,-0.28766342997550964,0.024804582819342613
2026-07-27T10:55:50Z,-0.7819415926933289,0.5496194362640381,-0.29311779141426086,0.02383049763739109

