time,ukf_X x,ukf_X y,ukf_X z,ukf_X k
2026-06-09T21:42:00Z,-0.48182809352874756,-0.08379930257797241,-0.46449679136276245,-0.7382831573486328
2026-06-09T21:42:10Z,-0.5243908166885376,-0.09806743264198303,-0.4252849519252777,-0.731115460395813
2026-06-09T21:42:20Z,-0.572772204875946,-0.10618925839662552,-0.37647074460983276,-0.7203648686408997
2026-06-09T21:42:30Z,-0.6149207949638367,-0.11174709349870682,-0.3306540250778198,-0.7071442008018494
2026-06-09T21:42:40Z,-0.6575013399124146,-0.11387211829423904,-0.27800238132476807,-0.6909701824188232
2026-06-09T21:42:50Z,-0.6906062364578247,-0.11396533250808716,-0.22735854983329773,-0.6770398020744324
2026-06-09T21:43:00Z,-0.7226568460464478,-0.11257889866828918,-0.16830024123191833,-0.6608843207359314
2026-06-09T21:43:10Z,-0.7472583651542664,-0.11060474812984467,-0.11312707513570786,-0.6454252600669861
2026-06-09T21:43:20Z,-0.769159734249115,-0.10762669146060944,-0.04846164584159851,-0.6280615329742432
2026-06-09T21:43:30Z,-0.7933838963508606,-0.10433879494667053,0.02439078316092491,-0.5992165803909302
2026-06-09T21:43:40Z,-0.814247727394104,-0.10279243439435959,0.11579689383506775,-0.5594866871833801
2026-06-09T21:43:50Z,-0.8166488409042358,-0.10375908762216568,0.18410366773605347,-0.5370518565177917
2026-06-09T21:44:10Z,-0.7924891710281372,-0.0934598371386528,0.3399677574634552,-0.49764251708984375
2026-06-09T21:44:20Z,-0.7730914354324341,-0.08734056353569031,0.3916883170604706,-0.491204172372818
2026-06-09T21:44:30Z,-0.7455153465270996,-0.07252075523138046,0.4115915894508362,-0.5191724300384521
2026-06-09T21:44:40Z,-0.7221475839614868,-0.05739792436361313,0.4226987957954407,-0.5445494651794434
2026-06-09T21:44:50Z,-0.7001975178718567,-0.042571354657411575,0.43981531262397766,-0.5607794523239136
2026-06-09T21:45:00Z,-0.6839995980262756,-0.028542401269078255,0.456795871257782,-0.5680383443832397
2026-06-09T21:45:10Z,-0.6804743409156799,-0.035276882350444794,0.4992850124835968,-0.5351866483688354
2026-06-09T21:45:20Z,-0.6639066338539124,-0.029645869508385658,0.5248873233795166,-0.5318292379379272
2026-06-09T21:45:30Z,-0.6380012631416321,-0.0193621888756752,0.5454909801483154,-0.5431565046310425
2026-06-09T21:45:40Z,-0.6241908073425293,-0.018734971061348915,0.5644518136978149,-0.5398415327072144
2026-06-09T21:45:50Z,-0.6085246205329895,-0.017385119572281837,0.5822478532791138,-0.5388719439506531
2026-06-09T21:46:00Z,-0.5917273759841919,-0.01420367881655693,0.5967747569084167,-0.5417720079421997
2026-06-09T21:46:10Z,-0.5762448310852051,-0.012445421889424324,0.6109940409660339,-0.5426540970802307
2026-06-09T21:46:20Z,-0.5652233958244324,-0.011863618157804012,0.6206876635551453,-0.543257474899292
2026-06-09T21:46:30Z,-0.552287757396698,-0.01226864755153656,0.6314845681190491,-0.5441095232963562
2026-06-09T21:46:40Z,-0.5402079820632935,-0.011484561488032341,0.6411440372467041,-0.5449568033218384
2026-06-09T21:46:50Z,-0.5289039611816406,-0.011491085402667522,0.6497436761856079,-0.54585862159729
2026-06-09T21:47:00Z,-0.5167452692985535,-0.012719646096229553,0.6582865118980408,-0.5472398400306702
2026-06-09T21:47:10Z,-0.5053097605705261,-0.015599423088133335,0.6656715273857117,-0.5489081144332886
2026-06-09T21:47:20Z,-0.494218111038208,-0.016138864681124687,0.6728153824806213,-0.5502794981002808
2026-06-09T21:47:30Z,-0.48425954580307007,-0.016875721514225006,0.6788152456283569,-0.5517406463623047
2026-06-09T21:47:40Z,-0.4737392067909241,-0.01747632771730423,0.6847484707832336,-0.5535208582878113
2026-06-09T21:47:50Z,-0.46475663781166077,-0.01824389398097992,0.6896811723709106,-0.5549851059913635
