samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,17.9368,17.0451,-53.1929,-53.6358,6343,3420,50.971,46.0485,-4.00156,-4.01174,0.442914,3.34077,3.35527
