samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,38.1053,38.3407,-46.6481,-46.5946,5032,4335,42.4151,41.0666,-3.98676,-3.9951,-0.0534996,0.97235,0.96315
