samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,31.1129,31.0974,-48.409,-48.4133,6067,6251,45.8007,46.0645,-4.00116,-4.00288,0.00430821,1.19558,1.19267
