samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,27.0248,27.3628,-49.6325,-49.5246,3980,4123,43.3624,43.5611,-4.00588,-4.0033,-0.107951,2.45352,2.4451
