frequency_hz,power_db_hz
-100000,-150.758
-99804.7,-150.943
-99609.4,-150.983
-99414.1,-150.908
-99218.8,-150.956
-99023.4,-150.959
-98828.1,-151.004
-98632.8,-151.03
-98437.5,-150.973
-98242.2,-151.001
-98046.9,-151.022
-97851.6,-150.991
-97656.2,-150.94
-97460.9,-150.93
-97265.6,-151.014
-97070.3,-150.995
-96875,-150.996
-96679.7,-151.051
-96484.4,-151.081
-96289.1,-150.95
-96093.8,-150.954
-95898.4,-151.044
-95703.1,-151.019
-95507.8,-150.951
-95312.5,-150.835
-95117.2,-150.703
-94921.9,-150.518
-94726.6,-150.165
-94531.2,-149.658
-94335.9,-149.137
-94140.6,-148.544
-93945.3,-147.895
-93750,-146.924
-93554.7,-146.119
-93359.4,-145.196
-93164.1,-144.406
-92968.8,-143.356
-92773.4,-142.562
-92578.1,-141.546
-92382.8,-140.651
-92187.5,-139.868
-91992.2,-138.974
-91796.9,-138.045
-91601.6,-137.356
-91406.2,-136.557
-91210.9,-135.68
-91015.6,-134.792
-90820.3,-134.302
-90625,-133.388
-90429.7,-132.776
-90234.4,-132.222
-90039.1,-131.425
-89843.8,-130.861
-89648.4,-130.303
-89453.1,-129.806
-89257.8,-129.102
-89062.5,-128.275
-88867.2,-127.987
-88671.9,-127.548
-88476.6,-126.813
-88281.2,-126.265
-88085.9,-126.169
-87890.6,-125.599
-87695.3,-124.966
-87500,-124.373
-87304.7,-124.224
-87109.4,-123.615
-86914.1,-123.398
-86718.8,-122.799
-86523.4,-122.621
-86328.1,-122.125
-86132.8,-121.86
-85937.5,-121.361
-85742.2,-121.179
-85546.9,-120.761
-85351.6,-120.637
-85156.2,-120.001
-84960.9,-119.917
-84765.6,-119.73
-84570.3,-119.253
-84375,-118.787
-84179.7,-118.745
-83984.4,-118.677
-83789.1,-118.102
-83593.8,-117.739
-83398.4,-117.822
-83203.1,-117.649
-83007.8,-117.243
-82812.5,-117.076
-82617.2,-116.7
-82421.9,-116.67
-82226.6,-116.497
-82031.2,-116.376
-81835.9,-115.8
-81640.6,-115.906
-81445.3,-115.931
-81250,-115.714
-81054.7,-115.325
-80859.4,-115.409
-80664.1,-115.31
-80468.8,-115.148
-80273.4,-114.931
-80078.1,-114.782
-79882.8,-114.66
-79687.5,-114.571
-79492.2,-114.651
-79296.9,-114.387
-79101.6,-114.019
-78906.2,-114.2
-78710.9,-114.282
-78515.6,-113.965
-78320.3,-113.739
-78125,-113.833
-77929.7,-113.93
-77734.4,-113.669
-77539.1,-113.66
-77343.8,-113.627
-77148.4,-113.495
-76953.1,-113.624
-76757.8,-113.427
-76562.5,-113.531
-76367.2,-113.284
-76171.9,-113.416
-75976.6,-113.183
-75781.2,-113.265
-75585.9,-113.252
-75390.6,-113.289
-75195.3,-112.995
-75000,-113.196
-74804.7,-113.201
-74609.4,-113.121
-74414.1,-112.675
-74218.8,-113.051
-74023.4,-113.165
-73828.1,-113.106
-73632.8,-112.689
-73437.5,-112.999
-73242.2,-113.082
-73046.9,-112.985
-72851.6,-112.767
-72656.2,-112.764
-72460.9,-112.758
-72265.6,-112.984
-72070.3,-112.868
-71875,-112.629
-71679.7,-112.547
-71484.4,-112.896
-71289.1,-112.814
-71093.8,-112.587
-70898.4,-112.616
-70703.1,-112.763
-70507.8,-112.65
-70312.5,-112.589
-70117.2,-112.678
-69921.9,-112.503
-69726.6,-112.509
-69531.2,-112.673
-69335.9,-112.714
-69140.6,-112.434
-68945.3,-112.601
-68750,-112.766
-68554.7,-112.603
-68359.4,-112.448
-68164.1,-112.624
-67968.8,-112.633
-67773.4,-112.537
-67578.1,-112.432
-67382.8,-112.751
-67187.5,-112.474
-66992.2,-112.454
-66796.9,-112.453
-66601.6,-112.657
-66406.2,-112.521
-66210.9,-112.513
-66015.6,-112.482
-65820.3,-112.614
-65625,-112.591
-65429.7,-112.7
-65234.4,-112.261
-65039.1,-112.436
-64843.8,-112.717
-64648.4,-112.741
-64453.1,-112.173
-64257.8,-112.52
-64062.5,-112.883
-63867.2,-112.669
-63671.9,-112.237
-63476.6,-112.535
-63281.2,-112.731
-63085.9,-112.601
-62890.6,-112.555
-62695.3,-112.511
-62500,-112.497
-62304.7,-112.611
-62109.4,-112.595
-61914.1,-112.606
-61718.8,-112.402
-61523.4,-112.822
-61328.1,-112.679
-61132.8,-112.57
-60937.5,-112.686
-60742.2,-112.777
-60546.9,-112.644
-60351.6,-112.68
-60156.2,-112.919
-59960.9,-112.893
-59765.6,-112.38
-59570.3,-112.837
-59375,-112.883
-59179.7,-112.891
-58984.4,-112.549
-58789.1,-112.832
-58593.8,-112.821
-58398.4,-112.784
-58203.1,-112.966
-58007.8,-112.976
-57812.5,-112.794
-57617.2,-113.016
-57421.9,-113.119
-57226.6,-112.986
-57031.2,-112.761
-56835.9,-112.961
-56640.6,-113.128
-56445.3,-113.032
-56250,-112.996
-56054.7,-112.938
-55859.4,-113.127
-55664.1,-113.208
-55468.8,-113.302
-55273.4,-112.8
-55078.1,-113.145
-54882.8,-113.392
-54687.5,-113.53
-54492.2,-112.828
-54296.9,-113.095
-54101.6,-113.473
-53906.2,-113.508
-53710.9,-112.983
-53515.6,-113.251
-53320.3,-113.41
-53125,-113.522
-52929.7,-113.188
-52734.4,-113.452
-52539.1,-113.414
-52343.8,-113.481
-52148.4,-113.545
-51953.1,-113.525
-51757.8,-113.4
-51562.5,-113.491
-51367.2,-113.573
-51171.9,-113.382
-50976.6,-113.482
-50781.2,-113.738
-50585.9,-113.453
-50390.6,-113.294
-50195.3,-113.718
-50000,-113.867
-49804.7,-113.334
-49609.4,-113.431
-49414.1,-113.812
-49218.8,-113.914
-49023.4,-113.496
-48828.1,-113.676
