samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,30.6446,30.67,-48.5407,-48.5335,2571,2803,38.475,39.2182,-3.99893,-4.00977,-0.00718168,1.85085,1.86183
