samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
808277,19.5711,19.6377,-52.4355,-52.406,502,547,28.1818,28.8979,-3.98866,-4.00239,-0.0295453,1.95898,1.96653
