samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,19.5712,19.9559,-52.4355,-52.2664,3637,4641,45.3825,47.3308,-3.99533,-3.99999,-0.169069,2.33275,2.33312
