frequency_hz,power_db_hz
-100000,-148.361
-99804.7,-148.28
-99609.4,-148.195
-99414.1,-148
-99218.8,-147.944
-99023.4,-147.821
-98828.1,-147.706
-98632.8,-147.674
-98437.5,-147.455
-98242.2,-147.493
-98046.9,-147.552
-97851.6,-147.505
-97656.2,-147.69
-97460.9,-147.807
-97265.6,-148.06
-97070.3,-148.387
-96875,-148.859
-96679.7,-149.49
-96484.4,-150.054
-96289.1,-150.684
-96093.8,-150.917
-95898.4,-150.728
-95703.1,-149.839
-95507.8,-148.14
-95312.5,-146.261
-95117.2,-144.209
-94921.9,-142.546
-94726.6,-140.721
-94531.2,-139.09
-94335.9,-137.641
-94140.6,-136.089
-93945.3,-134.913
-93750,-133.452
-93554.7,-132.36
-93359.4,-131.318
-93164.1,-130.086
-92968.8,-129.24
-92773.4,-128.064
-92578.1,-127.306
-92382.8,-126.44
-92187.5,-125.444
-91992.2,-124.767
-91796.9,-123.869
-91601.6,-123.135
-91406.2,-122.39
-91210.9,-121.633
-91015.6,-120.979
-90820.3,-120.35
-90625,-119.612
-90429.7,-118.988
-90234.4,-118.459
-90039.1,-117.782
-89843.8,-117.378
-89648.4,-116.665
-89453.1,-116.294
-89257.8,-115.849
-89062.5,-115.161
-88867.2,-114.879
-88671.9,-114.26
-88476.6,-113.983
-88281.2,-113.593
-88085.9,-112.949
-87890.6,-112.831
-87695.3,-112.357
-87500,-111.948
-87304.7,-111.647
-87109.4,-111.14
-86914.1,-110.975
-86718.8,-110.462
-86523.4,-110.099
-86328.1,-109.918
-86132.8,-109.53
-85937.5,-109.346
-85742.2,-108.962
-85546.9,-108.752
-85351.6,-108.665
-85156.2,-108.177
-84960.9,-108.056
-84765.6,-107.812
-84570.3,-107.683
-84375,-107.489
-84179.7,-107.146
-83984.4,-107.077
-83789.1,-106.922
-83593.8,-106.719
-83398.4,-106.46
-83203.1,-106.289
-83007.8,-106.219
-82812.5,-105.953
-82617.2,-105.819
-82421.9,-105.592
-82226.6,-105.546
-82031.2,-105.356
-81835.9,-105.164
-81640.6,-105.124
-81445.3,-104.971
-81250,-104.991
-81054.7,-104.726
-80859.4,-104.647
-80664.1,-104.673
-80468.8,-104.532
-80273.4,-104.455
-80078.1,-104.351
-79882.8,-104.32
-79687.5,-104.263
-79492.2,-104.198
-79296.9,-104.048
-79101.6,-104.076
-78906.2,-104.08
-78710.9,-103.843
-78515.6,-103.889
-78320.3,-103.684
-78125,-103.748
-77929.7,-103.692
-77734.4,-103.473
-77539.1,-103.578
-77343.8,-103.517
-77148.4,-103.555
-76953.1,-103.463
-76757.8,-103.425
-76562.5,-103.572
-76367.2,-103.38
-76171.9,-103.382
-75976.6,-103.407
-75781.2,-103.457
-75585.9,-103.49
-75390.6,-103.325
-75195.3,-103.437
-75000,-103.514
-74804.7,-103.364
-74609.4,-103.461
-74414.1,-103.297
-74218.8,-103.431
-74023.4,-103.47
-73828.1,-103.307
-73632.8,-103.379
-73437.5,-103.427
-73242.2,-103.355
-73046.9,-103.377
-72851.6,-103.34
-72656.2,-103.499
-72460.9,-103.523
-72265.6,-103.481
-72070.3,-103.511
-71875,-103.586
-71679.7,-103.651
-71484.4,-103.591
-71289.1,-103.636
-71093.8,-103.7
-70898.4,-103.775
-70703.1,-103.664
-70507.8,-103.797
-70312.5,-103.789
-70117.2,-103.719
-69921.9,-103.752
-69726.6,-103.71
-69531.2,-103.814
-69335.9,-103.874
-69140.6,-103.799
-68945.3,-103.88
-68750,-103.943
-68554.7,-103.989
-68359.4,-103.935
-68164.1,-103.949
-67968.8,-104.068
-67773.4,-104.207
-67578.1,-104.151
-67382.8,-104.097
-67187.5,-104.324
-66992.2,-104.192
-66796.9,-104.291
-66601.6,-104.331
-66406.2,-104.295
-66210.9,-104.374
-66015.6,-104.303
-65820.3,-104.338
-65625,-104.394
-65429.7,-104.375
-65234.4,-104.392
-65039.1,-104.356
-64843.8,-104.521
-64648.4,-104.513
-64453.1,-104.469
-64257.8,-104.562
-64062.5,-104.575
-63867.2,-104.657
-63671.9,-104.58
-63476.6,-104.566
-63281.2,-104.731
-63085.9,-104.744
-62890.6,-104.678
-62695.3,-104.618
-62500,-104.684
-62304.7,-104.786
-62109.4,-104.742
-61914.1,-104.667
-61718.8,-104.729
-61523.4,-104.665
-61328.1,-104.699
-61132.8,-104.728
-60937.5,-104.631
-60742.2,-104.806
-60546.9,-104.798
-60351.6,-104.717
-60156.2,-104.814
-59960.9,-104.813
-59765.6,-104.752
-59570.3,-104.798
-59375,-104.765
-59179.7,-104.905
-58984.4,-104.867
-58789.1,-104.827
-58593.8,-104.93
-58398.4,-104.876
-58203.1,-104.968
-58007.8,-104.921
-57812.5,-104.989
-57617.2,-104.935
-57421.9,-105.013
-57226.6,-104.973
-57031.2,-104.877
-56835.9,-104.974
-56640.6,-105.047
-56445.3,-105.045
-56250,-105.027
-56054.7,-105.062
-55859.4,-105.231
-55664.1,-105.155
-55468.8,-105.232
-55273.4,-105.206
-55078.1,-105.235
-54882.8,-105.354
-54687.5,-105.333
-54492.2,-105.471
-54296.9,-105.425
-54101.6,-105.456
-53906.2,-105.528
-53710.9,-105.533
-53515.6,-105.64
-53320.3,-105.594
-53125,-105.687
-52929.7,-105.673
-52734.4,-105.709
-52539.1,-105.762
-52343.8,-105.793
-52148.4,-105.834
-51953.1,-105.982
-51757.8,-105.936
-51562.5,-105.924
-51367.2,-106.108
-51171.9,-106.245
-50976.6,-106.229
-50781.2,-106.228
-50585.9,-106.317
-50390.6,-106.467
-50195.3,-106.431
-50000,-106.479
-49804.7,-106.538
-49609.4,-106.537
-49414.1,-106.684
-49218.8,-106.61
-49023.4,-106.586
-48828.1,-106.748
-48632.8,-106.789
-48437.5,-106.797
-48242.2,-106.832
-48046.9,-106.826
-47851.6,-107.029
-47656.2,-106.948
-47460.9,-107.051
-47265.6,-107.138
-47070.3,-107.126
-46875,-107.122
-46679.7,-107.169
-46484.4,-107.25
-46289.1,-107.227
-46093.8,-107.198
-45898.4,-107.274
-45703.1,-107.303
-45507.8,-107.379
-45312.5,-107.248
-45117.2,-107.287
-44921.9,-107.423
-44726.6,-107.389
-44531.2,-107.336
-44335.9,-107.202
-44140.6,-107.408
-43945.3,-107.556
-43750,-107.439
-43554.7,-107.331
-43359.4,-107.356
-43164.1,-107.548
-42968.8,-107.4
-42773.4,-107.424
-42578.1,-107.454
-42382.8,-107.525
-42187.5,-107.502
-41992.2,-107.467
-41796.9,-107.589
-41601.6,-107.524
-41406.2,-107.515
-41210.9,-107.523
-41015.6,-107.54
-40820.3,-107.531
-40625,-107.445
-40429.7,-107.359
-40234.4,-107.467
-40039.1,-107.613
-39843.8,-107.44
-39648.4,-107.434
-39453.1,-107.547
-39257.8,-107.592
-39062.5,-107.618
-38867.2,-107.506
-38671.9,-107.457
-38476.6,-107.607
-38281.2,-107.545
-38085.9,-107.553
-37890.6,-107.565
-37695.3,-107.677
-37500,-107.693
-37304.7,-107.65
-37109.4,-107.677
-36914.1,-107.632
-36718.8,-107.587
-36523.4,-107.644
-36328.1,-107.59
-36132.8,-107.622
-35937.5,-107.612
-35742.2,-107.571
-35546.9,-107.704
-35351.6,-107.668
-35156.2,-107.654
-34960.9,-107.674
-34765.6,-107.726
-34570.3,-107.888
-34375,-107.752
-34179.7,-107.831
-33984.4,-107.85
-33789.1,-107.862
-33593.8,-107.86
-33398.4,-107.866
-33203.1,-107.897
-33007.8,-107.909
-32812.5,-107.943
-32617.2,-107.917
-32421.9,-107.874
-32226.6,-107.79
-32031.2,-107.84
-31835.9,-107.934
-31640.6,-107.898
-31445.3,-107.831
-31250,-107.942
-31054.7,-107.968
-30859.4,-107.91
-30664.1,-107.832
-30468.8,-107.915
-30273.4,-107.916
-30078.1,-107.938
-29882.8,-107.9
-29687.5,-107.852
-29492.2,-107.906
-29296.9,-107.927
-29101.6,-107.887
-28906.2,-107.827
-28710.9,-107.895
-28515.6,-107.851
-28320.3,-107.786
-28125,-107.881
-27929.7,-107.76
-27734.4,-107.775
-27539.1,-107.695
-27343.8,-107.735
-27148.4,-107.693
-26953.1,-107.611
-26757.8,-107.643
-26562.5,-107.649
-26367.2,-107.717
-26171.9,-107.674
-25976.6,-107.625
-25781.2,-107.681
-25585.9,-107.78
-25390.6,-107.693
-25195.3,-107.669
-25000,-107.709
-24804.7,-107.682
-24609.4,-107.569
-24414.1,-107.55
-24218.8,-107.594
-24023.4,-107.635
-23828.1,-107.481
-23632.8,-107.405
-23437.5,-107.504
-23242.2,-107.556
-23046.9,-107.357
-22851.6,-107.334
-22656.2,-107.574
-22460.9,-107.534
-22265.6,-107.287
-22070.3,-107.305
-21875,-107.525
-21679.7,-107.595
-21484.4,-107.519
-21289.1,-107.495
-21093.8,-107.663
-20898.4,-107.595
-20703.1,-107.531
-20507.8,-107.481
-20312.5,-107.573
-20117.2,-107.733
-19921.9,-107.6
-19726.6,-107.453
-19531.2,-107.563
-19335.9,-107.728
-19140.6,-107.609
-18945.3,-107.6
-18750,-107.743
-18554.7,-107.711
-18359.4,-107.665
-18164.1,-107.758
-17968.8,-107.854
-17773.4,-107.89
-17578.1,-107.836
-17382.8,-107.971
-17187.5,-108.058
-16992.2,-107.996
-16796.9,-108.026
-16601.6,-108.069
-16406.2,-108.143
-16210.9,-108.199
-16015.6,-108.096
-15820.3,-108.061
-15625,-108.32
-15429.7,-108.404
-15234.4,-108.109
-15039.1,-108.21
-14843.8,-108.309
-14648.4,-108.313
-14453.1,-108.31
-14257.8,-108.407
-14062.5,-108.435
-13867.2,-108.571
-13671.9,-108.3
-13476.6,-106.835
-13281.2,-107.413
-13085.9,-108.613
-12890.6,-108.601
-12695.3,-108.686
-12500,-108.71
-12304.7,-108.617
-12109.4,-108.711
-11914.1,-108.759
-11718.8,-108.732
-11523.4,-108.602
-11328.1,-108.593
-11132.8,-108.697
-10937.5,-108.71
-10742.2,-108.804
-10546.9,-108.728
-10351.6,-108.728
-10156.2,-108.778
-9960.94,-108.824
-9765.62,-108.703
-9570.31,-108.839
-9375,-108.933
-9179.69,-108.824
-8984.38,-108.79
-8789.06,-108.904
-8593.75,-108.696
-8398.44,-108.787
-8203.12,-108.806
-8007.81,-108.899
-7812.5,-108.871
-7617.19,-108.646
-7421.88,-108.843
-7226.56,-108.971
-7031.25,-108.909
-6835.94,-108.699
-6640.62,-108.695
-6445.31,-108.839
-6250,-108.787
-6054.69,-108.788
-5859.38,-108.716
-5664.06,-108.874
-5468.75,-108.915
-5273.44,-108.821
-5078.12,-108.843
-4882.81,-108.899
-4687.5,-108.937
-4492.19,-108.878
-4296.88,-108.842
-4101.56,-108.906
-3906.25,-108.964
-3710.94,-108.893
-3515.62,-108.937
-3320.31,-109.008
-3125,-108.812
-2929.69,-108.802
-2734.38,-109.002
-2539.06,-108.959
-2343.75,-108.83
-2148.44,-108.876
-1953.12,-108.934
-1757.81,-109.032
-1562.5,-109.024
-1367.19,-108.845
-1171.88,-108.86
-976.562,-108.985
-781.25,-108.818
-585.938,-108.599
-390.625,-108.514
-195.312,-103.779
0,-99.1344
195.312,-103.733
390.625,-108.706
585.938,-108.912
781.25,-109.029
976.562,-108.997
1171.88,-109.252
1367.19,-109.18
1562.5,-109.123
1757.81,-109.008
1953.12,-109.219
2148.44,-109.315
2343.75,-109.17
2539.06,-109.029
2734.38,-109.28
2929.69,-109.561
3125,-109.273
3320.31,-109.066
3515.62,-109.366
3710.94,-109.471
3906.25,-109.44
4101.56,-109.258
4296.88,-109.369
4492.19,-109.275
4687.5,-109.429
4882.81,-109.232
5078.12,-109.321
5273.44,-109.412
5468.75,-109.354
5664.06,-109.2
5859.38,-109.376
6054.69,-109.334
6250,-109.227
6445.31,-109.143
6640.62,-109.366
6835.94,-109.231
7031.25,-109.085
7226.56,-109.254
7421.88,-109.272
7617.19,-109.265
7812.5,-109.134
8007.81,-109.195
8203.12,-109.25
8398.44,-109.369
8593.75,-109.063
8789.06,-109.049
8984.38,-109.208
9179.69,-109.142
9375,-108.921
9570.31,-108.867
9765.62,-108.99
9960.94,-109.024
10156.2,-108.989
10351.6,-108.897
10546.9,-108.917
10742.2,-108.939
10937.5,-108.748
11132.8,-108.929
11328.1,-109.057
11523.4,-108.803
11718.8,-108.637
11914.1,-108.821
12109.4,-108.975
12304.7,-108.937
12500,-108.696
12695.3,-108.832
12890.6,-108.901
13085.9,-108.921
13281.2,-108.713
13476.6,-108.613
13671.9,-108.771
13867.2,-108.802
14062.5,-108.618
14257.8,-108.563
14453.1,-108.7
14648.4,-108.736
14843.8,-108.539
15039.1,-108.634
15234.4,-108.643
15429.7,-108.618
15625,-108.61
15820.3,-108.702
16015.6,-108.786
16210.9,-108.547
16406.2,-107.847
16601.6,-108.42
16796.9,-108.757
16992.2,-108.498
17187.5,-108.539
17382.8,-108.759
17578.1,-108.702
17773.4,-107.865
17968.8,-105.619
18164.1,-105.82
18359.4,-108.057
18554.7,-108.591
18750,-108.43
18945.3,-108.621
19140.6,-108.736
19335.9,-108.721
19531.2,-108.536
19726.6,-108.687
19921.9,-108.669
20117.2,-108.771
20312.5,-108.762
20507.8,-108.928
20703.1,-108.733
20898.4,-108.657
21093.8,-108.837
21289.1,-109.004
21484.4,-108.826
21679.7,-108.622
21875,-108.738
22070.3,-109.033
22265.6,-108.924
22460.9,-108.645
22656.2,-108.722
22851.6,-109
23046.9,-108.937
23242.2,-108.792
23437.5,-108.694
23632.8,-108.913
23828.1,-108.964
24023.4,-108.948
24218.8,-108.81
24414.1,-109.037
24609.4,-109.017
24804.7,-108.822
25000,-108.918
25195.3,-108.991
25390.6,-108.952
25585.9,-108.854
25781.2,-109.028
25976.6,-109.102
26171.9,-108.923
26367.2,-108.753
26562.5,-108.959
26757.8,-109.13
26953.1,-109.024
27148.4,-108.662
27343.8,-108.934
27539.1,-109.15
27734.4,-109
27929.7,-108.793
28125,-108.948
28320.3,-109.143
28515.6,-109.132
28710.9,-109.029
28906.2,-109.02
29101.6,-109.078
29296.9,-109.145
29492.2,-108.944
29687.5,-109.15
29882.8,-109.13
30078.1,-109.086
30273.4,-108.985
30468.8,-109.229
30664.1,-109.142
30859.4,-108.969
31054.7,-109.054
31250,-109.325
31445.3,-109.281
31640.6,-109.084
31835.9,-108.923
32031.2,-109.318
32226.6,-109.482
32421.9,-109.206
32617.2,-109.089
32812.5,-109.401
33007.8,-109.441
33203.1,-109.23
33398.4,-109.186
33593.8,-109.341
33789.1,-109.553
33984.4,-109.448
34179.7,-109.444
34375,-109.436
34570.3,-109.548
34765.6,-109.451
34960.9,-109.429
35156.2,-109.523
35351.6,-109.513
35546.9,-109.357
35742.2,-109.532
35937.5,-109.771
36132.8,-109.684
36328.1,-109.43
36523.4,-109.544
36718.8,-109.743
36914.1,-109.892
37109.4,-109.587
37304.7,-109.571
37500,-109.81
37695.3,-109.827
37890.6,-109.71
38085.9,-109.569
38281.2,-109.764
38476.6,-109.861
38671.9,-109.787
38867.2,-109.789
39062.5,-109.809
39257.8,-109.849
39453.1,-109.671
39648.4,-109.788
39843.8,-109.759
40039.1,-109.684
40234.4,-109.644
40429.7,-109.72
40625,-109.803
40820.3,-109.657
41015.6,-109.573
41210.9,-109.792
41406.2,-109.947
41601.6,-109.699
41796.9,-109.629
41992.2,-109.764
42187.5,-109.887
42382.8,-109.724
42578.1,-109.639
42773.4,-109.66
42968.8,-109.807
43164.1,-109.778
43359.4,-109.783
43554.7,-109.703
43750,-109.67
43945.3,-109.769
44140.6,-109.771
44335.9,-109.825
44531.2,-109.69
44726.6,-109.714
44921.9,-109.629
45117.2,-109.922
45312.5,-109.805
45507.8,-109.533
45703.1,-109.649
45898.4,-109.885
46093.8,-109.812
46289.1,-109.656
46484.4,-109.767
46679.7,-109.805
46875,-109.839
47070.3,-109.718
47265.6,-109.619
47460.9,-109.695
47656.2,-109.731
47851.6,-109.672
48046.9,-109.576
48242.2,-109.64
48437.5,-109.733
48632.8,-109.578
48828.1,-109.745
49023.4,-109.754
49218.8,-109.6
49414.1,-109.554
49609.4,-109.687
49804.7,-109.622
50000,-109.578
50195.3,-109.502
50390.6,-109.6
50585.9,-109.59
50781.2,-109.624
50976.6,-109.261
51171.9,-109.469
51367.2,-109.599
51562.5,-109.593
51757.8,-109.326
51953.1,-109.385
52148.4,-109.468
52343.8,-109.536
52539.1,-109.431
52734.4,-109.38
52929.7,-109.405
53125,-109.441
53320.3,-109.33
53515.6,-109.435
53710.9,-109.39
53906.2,-109.366
54101.6,-109.373
54296.9,-109.531
54492.2,-109.476
54687.5,-109.416
54882.8,-109.232
55078.1,-109.534
55273.4,-109.506
55468.8,-109.201
55664.1,-109.124
55859.4,-109.4
56054.7,-109.318
56250,-109.277
56445.3,-109.075
56640.6,-109.177
56835.9,-109.328
57031.2,-109.146
57226.6,-108.933
57421.9,-109.077
57617.2,-109.172
57812.5,-109.176
58007.8,-109.112
58203.1,-109.199
58398.4,-109.206
58593.8,-109.121
58789.1,-109.105
58984.4,-109.206
59179.7,-109.105
59375,-109.044
59570.3,-109.021
59765.6,-109.137
59960.9,-109.145
60156.2,-108.926
60351.6,-108.956
60546.9,-109.067
60742.2,-109.274
60937.5,-109.029
61132.8,-108.925
61328.1,-109.064
61523.4,-109.072
61718.8,-108.972
61914.1,-108.982
62109.4,-108.995
62304.7,-109.129
62500,-109.073
62695.3,-109.028
62890.6,-108.993
63085.9,-109.092
63281.2,-108.965
63476.6,-109.023
63671.9,-109.063
63867.2,-108.966
64062.5,-108.945
64257.8,-109.077
64453.1,-109.128
64648.4,-108.969
64843.8,-108.869
65039.1,-109.146
65234.4,-109.106
65429.7,-109.034
65625,-108.892
65820.3,-108.964
66015.6,-109.067
66210.9,-109.185
