samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,48.4515,48.0326,-44.5617,-44.6371,9773,9413,46.0944,45.8438,-3.99631,-4.01377,0.0754278,2.42402,2.43165
