epoch,timestamp,cpu0_user,cpu0_nice,cpu0_system,cpu0_idle,cpu0_iowait,cpu1_user,cpu1_nice,cpu1_system,cpu1_idle,cpu1_iowait,mem_total_kb,mem_available_kb,mem_free_kb
1774446747,2026-03-25 13:52:27,196462,0,52616,75177059,5578,203599,0,70183,75236940,5896,1027320,961896,196884
1774446748,2026-03-25 13:52:28,196542,0,52639,75177059,5578,203600,0,70185,75237040,5896,1027320,915056,150044
1774446749,2026-03-25 13:52:29,196635,0,52649,75177059,5578,203601,0,70187,75237140,5896,1027320,872356,107340
1774446750,2026-03-25 13:52:30,196737,0,52650,75177059,5578,203601,0,70192,75237238,5896,1027320,872248,107232
1774446751,2026-03-25 13:52:31,196839,0,52650,75177059,5578,203601,0,70195,75237338,5896,1027320,872652,107636
1774446752,2026-03-25 13:52:32,196930,0,52662,75177059,5578,203601,0,70197,75237438,5896,1027320,872280,107264
1774446753,2026-03-25 13:52:33,197033,0,52662,75177059,5578,203602,0,70199,75237538,5896,1027320,872408,107388
1774446754,2026-03-25 13:52:34,197134,0,52663,75177059,5578,203604,0,70200,75237638,5896,1027320,871792,106768
1774446755,2026-03-25 13:52:35,197237,0,52663,75177059,5578,203604,0,70203,75237737,5896,1027320,871792,106768
1774446756,2026-03-25 13:52:36,197323,0,52679,75177059,5578,203605,0,70205,75237837,5896,1027320,815000,49976
1774446757,2026-03-25 13:52:37,197424,0,52681,75177059,5578,203605,0,70207,75237937,5896,1027320,805452,40428
1774446758,2026-03-25 13:52:38,197526,0,52682,75177059,5578,203605,0,70210,75238037,5896,1027320,805792,40768
1774446759,2026-03-25 13:52:39,197625,0,52685,75177059,5578,203605,0,70213,75238137,5896,1027320,805536,40508
1774446760,2026-03-25 13:52:40,197725,0,52688,75177059,5578,203605,0,70215,75238237,5896,1027320,805212,40180
1774446761,2026-03-25 13:52:41,197826,0,52689,75177059,5578,203606,0,70218,75238336,5896,1027320,805212,40180
1774446762,2026-03-25 13:52:42,197929,0,52689,75177059,5578,203608,0,70219,75238436,5896,1027320,804592,39560
1774446763,2026-03-25 13:52:43,198032,0,52689,75177059,5578,203608,0,70221,75238536,5896,1027320,804592,39560
1774446764,2026-03-25 13:52:44,198112,0,52700,75177071,5578,203618,0,70223,75238627,5896,1027320,885564,120556
1774446765,2026-03-25 13:52:45,198215,0,52702,75177071,5578,203657,0,70236,75238680,5896,1027320,885624,120308
1774446766,2026-03-25 13:52:46,198318,0,52704,75177071,5578,203697,0,70247,75238734,5896,1027320,885492,119812
1774446768,2026-03-25 13:52:48,198418,0,52708,75177071,5578,203738,0,70258,75238785,5896,1027320,885400,119376
1774446769,2026-03-25 13:52:49,198519,0,52711,75177071,5578,203779,0,70269,75238837,5896,1027320,885520,119136
1774446770,2026-03-25 13:52:50,198623,0,52712,75177071,5578,203825,0,70274,75238890,5896,1027320,885560,118828
1774446771,2026-03-25 13:52:51,198720,0,52718,75177071,5578,203860,0,70286,75238947,5896,1027320,885592,118572
1774446772,2026-03-25 13:52:52,198824,0,52719,75177071,5578,203901,0,70299,75238998,5896,1027320,885460,118068
1774446773,2026-03-25 13:52:53,198925,0,52722,75177071,5578,203937,0,70312,75239053,5896,1027320,885568,117828
1774446774,2026-03-25 13:52:54,199028,0,52723,75177071,5578,203964,0,70329,75239113,5896,1027320,885492,117464
1774446775,2026-03-25 13:52:55,199127,0,52728,75177071,5578,203996,0,70335,75239179,5896,1027320,885560,117224
1774446776,2026-03-25 13:52:56,199228,0,52730,75177071,5578,204027,0,70342,75239243,5896,1027320,885536,116820
1774446777,2026-03-25 13:52:57,199324,0,52738,75177071,5578,204071,0,70355,75239291,5896,1027320,885584,116588
1774446778,2026-03-25 13:52:58,199419,0,52748,75177071,5578,204113,0,70369,75239340,5896,1027320,885544,116240
1774446779,2026-03-25 13:52:59,199515,0,52756,75177071,5578,204149,0,70389,75239388,5896,1027320,885524,115812
1774446780,2026-03-25 13:53:00,199620,0,52757,75177071,5578,204196,0,70406,75239432,5896,1027320,885492,115440
1774446781,2026-03-25 13:53:01,199722,0,52763,75177071,5578,204243,0,70422,75239475,5896,1027320,885500,115176
1774446782,2026-03-25 13:53:02,199828,0,52763,75177071,5578,204286,0,70440,75239520,5896,1027320,885536,114868
1774446783,2026-03-25 13:53:03,199934,0,52763,75177071,5578,204328,0,70452,75239572,5896,1027320,885548,114496
1774446784,2026-03-25 13:53:04,200038,0,52765,75177071,5578,204374,0,70466,75239618,5896,1027320,885452,114092
1774446785,2026-03-25 13:53:05,200137,0,52771,75177071,5578,204424,0,70479,75239660,5896,1027320,885484,113720
1774446786,2026-03-25 13:53:06,200237,0,52776,75177071,5578,204474,0,70492,75239703,5896,1027320,885556,113496
1774446787,2026-03-25 13:53:07,200334,0,52784,75177071,5578,204514,0,70506,75239751,5896,1027320,885480,113100
1774446789,2026-03-25 13:53:09,200432,0,52791,75177071,5578,204558,0,70522,75239797,5896,1027320,885516,112768
1774446790,2026-03-25 13:53:10,200530,0,52798,75177071,5578,204604,0,70535,75239843,5896,1027320,885480,112416
1774446791,2026-03-25 13:53:11,200631,0,52802,75177071,5578,204651,0,70550,75239886,5896,1027320,885560,112140
1774446792,2026-03-25 13:53:12,200736,0,52803,75177071,5578,204696,0,70563,75239934,5896,1027320,885504,111760
1774446793,2026-03-25 13:53:13,200835,0,52810,75177071,5578,204734,0,70585,75239979,5896,1027320,885508,111388
1774446794,2026-03-25 13:53:14,200933,0,52817,75177071,5578,204776,0,70610,75240018,5896,1027320,885476,111000
1774446795,2026-03-25 13:53:15,201036,0,52819,75177071,5578,204820,0,70626,75240063,5896,1027320,885516,110704
1774446796,2026-03-25 13:53:16,201141,0,52819,75177071,5578,204863,0,70642,75240109,5896,1027320,885604,110412
1774446797,2026-03-25 13:53:17,201228,0,52823,75177083,5578,204910,0,70650,75240158,5896,1027320,885544,110016
1774446798,2026-03-25 13:53:18,201270,0,52838,75177131,5578,205013,0,70652,75240158,5896,1027320,885548,109652
1774446799,2026-03-25 13:53:19,201306,0,52851,75177186,5578,205108,0,70655,75240164,5896,1027320,885472,109256
1774446800,2026-03-25 13:53:20,201340,0,52863,75177244,5578,205211,0,70656,75240164,5896,1027320,885388,108900
1774446801,2026-03-25 13:53:21,201373,0,52876,75177302,5578,205309,0,70661,75240164,5896,1027320,885284,108412
1774446802,2026-03-25 13:53:22,201405,0,52884,75177364,5578,205411,0,70663,75240164,5896,1027320,885336,108180
1774446803,2026-03-25 13:53:23,201439,0,52902,75177416,5578,205511,0,70667,75240164,5896,1027320,885252,107760
1774446804,2026-03-25 13:53:24,201464,0,52919,75177478,5578,205613,0,70669,75240164,5896,1027320,885160,107420
1774446805,2026-03-25 13:53:25,201503,0,52925,75177537,5578,205715,0,70671,75240164,5896,1027320,885216,107084
1774446806,2026-03-25 13:53:26,201535,0,52936,75177598,5578,205818,0,70672,75240164,5896,1027320,885232,106784
1774446807,2026-03-25 13:53:27,201567,0,52949,75177657,5578,205917,0,70677,75240164,5896,1027320,885256,106544
1774446808,2026-03-25 13:53:28,201602,0,52952,75177723,5578,206021,0,70677,75240164,5896,1027320,885188,106116
1774446809,2026-03-25 13:53:29,201640,0,52967,75177774,5578,206123,0,70679,75240164,5896,1027320,885320,105924
1774446810,2026-03-25 13:53:30,201670,0,52983,75177831,5578,206220,0,70686,75240164,5896,1027320,885260,105496
1774446812,2026-03-25 13:53:32,201701,0,52996,75177891,5578,206320,0,70691,75240164,5896,1027320,885220,105172
1774446813,2026-03-25 13:53:33,201734,0,53010,75177948,5578,206422,0,70692,75240164,5896,1027320,885220,104824
1774446814,2026-03-25 13:53:34,201817,0,53012,75177966,5578,206473,0,70698,75240211,5896,1027320,885368,104584
1774446815,2026-03-25 13:53:35,201898,0,53022,75177979,5578,206521,0,70708,75240257,5896,1027320,885192,104164
1774446816,2026-03-25 13:53:36,201934,0,53036,75178033,5578,206597,0,70713,75240280,5896,1027320,885736,104424
1774446817,2026-03-25 13:53:37,201999,0,53046,75178065,5578,206657,0,70729,75240312,5896,1027320,880964,98596
1774446818,2026-03-25 13:53:38,202098,0,53056,75178065,5578,206757,0,70737,75240312,5896,1027320,880492,97264
1774446819,2026-03-25 13:53:39,202201,0,53064,75178065,5578,206859,0,70745,75240312,5896,1027320,874860,91320
1774446820,2026-03-25 13:53:40,202306,0,53072,75178065,5578,206964,0,70753,75240312,5896,1027320,869560,85788
1774446821,2026-03-25 13:53:41,202409,0,53079,75178065,5578,207065,0,70762,75240312,5896,1027320,851864,67792
