samples,rms_i,rms_q,rms_i_dbfs,rms_q_dbfs,peak_i,peak_q,papr_i_db,papr_q_db,dc_offset_i,dc_offset_q,imbalance_db,zero_pct_i,zero_pct_q
4000000,19.3694,19.0581,-52.5255,-52.6662,637,769,30.3405,32.1169,-3.97576,-3.96954,0.140707,2.06875,2.10825
