epoch,timestamp,cpu0_user,cpu0_nice,cpu0_system,cpu0_idle,cpu0_iowait,cpu1_user,cpu1_nice,cpu1_system,cpu1_idle,cpu1_iowait,mem_total_kb,mem_available_kb,mem_free_kb
1774402670,2026-03-25 01:37:50,5137275,0,296784,7303381,2364,6275898,0,351451,6109519,2182,2006476,1685340,639748
1774402671,2026-03-25 01:37:51,5137301,0,296801,7303417,2364,6275929,0,351472,6109547,2182,2006476,1695812,656748
1774402672,2026-03-25 01:37:52,5137318,0,296811,7303478,2364,6275943,0,351482,6109613,2182,2006476,1699992,653348
1774402673,2026-03-25 01:37:53,5137350,0,296821,7303522,2367,6275970,0,351491,6109668,2189,2006476,1526736,479552
1774402674,2026-03-25 01:37:54,5137439,0,296824,7303529,2367,6275975,0,351493,6109760,2190,2006476,1486960,438224
