epoch,timestamp,cpu0_user,cpu0_nice,cpu0_system,cpu0_idle,cpu0_iowait,cpu1_user,cpu1_nice,cpu1_system,cpu1_idle,cpu1_iowait,mem_total_kb,mem_available_kb,mem_free_kb
1774373117,2026-03-24 17:25:17,142413,0,43217,67889882,4916,146751,0,62802,67938607,5523,1027320,961712,487656
1774373118,2026-03-24 17:25:18,142482,0,43236,67889895,4916,146764,0,62806,67938693,5523,1027320,941988,468224
1774373119,2026-03-24 17:25:19,142519,0,43244,67889953,4916,146861,0,62813,67938693,5523,1027320,941752,467744
1774373120,2026-03-24 17:25:20,142557,0,43252,67890010,4916,146959,0,62819,67938693,5523,1027320,941748,467396
1774373121,2026-03-24 17:25:21,142596,0,43263,67890062,4916,147057,0,62825,67938693,5523,1027320,941676,467024
1774373122,2026-03-24 17:25:22,142645,0,43281,67890100,4916,147159,0,62829,67938693,5523,1027320,941504,466464
1774373123,2026-03-24 17:25:23,142692,0,43297,67890143,4916,147261,0,62833,67938693,5523,1027320,941456,466116
1774373125,2026-03-24 17:25:25,142735,0,43312,67890188,4916,147363,0,62836,67938693,5523,1027320,941600,465884
1774373126,2026-03-24 17:25:26,142786,0,43330,67890225,4916,147465,0,62840,67938693,5523,1027320,941516,465464
1774373127,2026-03-24 17:25:27,142830,0,43343,67890273,4916,147570,0,62841,67938693,5523,1027320,941560,465156
1774373128,2026-03-24 17:25:28,142878,0,43364,67890311,4916,147672,0,62846,67938693,5523,1027320,941524,464776
1774373129,2026-03-24 17:25:29,142934,0,43383,67890344,4916,147780,0,62846,67938693,5523,1027320,941472,464316
1774373130,2026-03-24 17:25:30,142982,0,43401,67890384,4916,147886,0,62847,67938693,5523,1027320,941568,464016
1774373131,2026-03-24 17:25:31,143030,0,43419,67890423,4916,147992,0,62847,67938693,5523,1027320,941504,463660
1774373132,2026-03-24 17:25:32,143078,0,43439,67890462,4916,148100,0,62847,67938693,5523,1027320,941536,463280
1774373133,2026-03-24 17:25:33,143130,0,43461,67890495,4916,148208,0,62848,67938693,5523,1027320,941556,462908
1774373134,2026-03-24 17:25:34,143188,0,43478,67890529,4916,148316,0,62848,67938693,5523,1027320,941616,462544
1774373135,2026-03-24 17:25:35,143242,0,43498,67890563,4916,148423,0,62850,67938693,5523,1027320,941576,462172
1774373136,2026-03-24 17:25:36,143295,0,43516,67890599,4916,148532,0,62850,67938693,5523,1027320,941512,461668
1774373137,2026-03-24 17:25:37,143351,0,43534,67890633,4916,148640,0,62850,67938693,5523,1027320,941476,461288
1774373139,2026-03-24 17:25:39,143408,0,43552,67890667,4916,148748,0,62851,67938693,5523,1027320,941496,460916
1774373140,2026-03-24 17:25:40,143466,0,43570,67890697,4916,148856,0,62851,67938693,5523,1027320,941492,460544
1774373141,2026-03-24 17:25:41,143519,0,43590,67890730,4916,148959,0,62854,67938693,5523,1027320,941520,460172
1774373142,2026-03-24 17:25:42,143570,0,43603,67890772,4916,149063,0,62856,67938693,5523,1027320,941500,459792
1774373143,2026-03-24 17:25:43,143617,0,43621,67890811,4916,149167,0,62858,67938693,5523,1027320,941456,459412
1774373144,2026-03-24 17:25:44,143667,0,43638,67890849,4916,149272,0,62859,67938693,5523,1027320,941448,459048
1774373145,2026-03-24 17:25:45,143711,0,43659,67890890,4916,149372,0,62865,67938693,5523,1027320,941612,458824
1774373146,2026-03-24 17:25:46,143758,0,43676,67890932,4916,149476,0,62867,67938693,5523,1027320,941592,458436
1774373147,2026-03-24 17:25:47,143802,0,43696,67890973,4916,149576,0,62873,67938693,5523,1027320,941572,458064
1774373148,2026-03-24 17:25:48,143856,0,43709,67891012,4916,149681,0,62874,67938693,5523,1027320,941512,457692
1774373149,2026-03-24 17:25:49,143890,0,43721,67891071,4916,149783,0,62877,67938693,5523,1027320,941504,457344
1774373150,2026-03-24 17:25:50,143929,0,43728,67891130,4916,149883,0,62881,67938693,5523,1027320,941624,457088
1774373151,2026-03-24 17:25:51,143967,0,43739,67891185,4916,149984,0,62884,67938693,5523,1027320,941604,456732
1774373152,2026-03-24 17:25:52,144004,0,43754,67891230,4926,150091,0,62885,67938693,5523,1027320,941664,456468
1774373153,2026-03-24 17:25:53,144042,0,43766,67891284,4926,150187,0,62892,67938693,5523,1027320,941548,455980
1774373154,2026-03-24 17:25:54,144070,0,43779,67891347,4926,150289,0,62895,67938693,5523,1027320,941436,455568
1774373155,2026-03-24 17:25:55,144105,0,43791,67891403,4926,150389,0,62899,67938693,5523,1027320,941508,455288
1774373156,2026-03-24 17:25:56,144140,0,43805,67891458,4926,150489,0,62903,67938693,5523,1027320,941504,454980
1774373157,2026-03-24 17:25:57,144174,0,43818,67891515,4926,150590,0,62906,67938693,5523,1027320,941580,454724
1774373159,2026-03-24 17:25:59,144212,0,43825,67891572,4926,150690,0,62909,67938693,5523,1027320,941452,454296
1774373160,2026-03-24 17:26:00,144260,0,43835,67891617,4926,150792,0,62912,67938693,5523,1027320,941692,454128
1774373161,2026-03-24 17:26:01,144289,0,43850,67891676,4926,150893,0,62915,67938693,5523,1027320,941612,453732
1774373162,2026-03-24 17:26:02,144324,0,43867,67891728,4926,150988,0,62923,67938694,5523,1027320,941556,453368
1774373163,2026-03-24 17:26:03,144366,0,43882,67891775,4926,151087,0,62929,67938694,5523,1027320,941480,452908
1774373164,2026-03-24 17:26:04,144411,0,43898,67891819,4926,151183,0,62938,67938694,5523,1027320,941616,452692
1774373165,2026-03-24 17:26:05,144446,0,43923,67891864,4926,151285,0,62941,67938694,5523,1027320,941648,452384
1774373166,2026-03-24 17:26:06,144486,0,43942,67891910,4926,151388,0,62943,67938694,5523,1027320,941544,451932
1774373167,2026-03-24 17:26:07,144531,0,43955,67891955,4926,151488,0,62948,67938694,5523,1027320,941588,451624
1774373168,2026-03-24 17:26:08,144561,0,43964,67892021,4926,151511,0,62949,67938775,5523,1027320,926900,436880
1774373169,2026-03-24 17:26:09,144575,0,43975,67892099,4926,151512,0,62949,67938876,5523,1027320,942464,451476
1774373170,2026-03-24 17:26:10,144575,0,43977,67892199,4926,151512,0,62949,67938979,5523,1027320,942528,451540
1774373171,2026-03-24 17:26:11,144577,0,43978,67892299,4926,151512,0,62949,67939081,5523,1027320,942728,451740
1774373172,2026-03-24 17:26:12,144577,0,43979,67892400,4926,151512,0,62950,67939182,5523,1027320,942588,451600
1774373173,2026-03-24 17:26:13,144578,0,43980,67892499,4927,151512,0,62951,67939284,5523,1027320,942624,451632
1774373174,2026-03-24 17:26:14,144607,0,43997,67892557,4927,151590,0,62954,67939307,5523,1027320,941884,450652
1774373175,2026-03-24 17:26:15,144641,0,44012,67892613,4927,151692,0,62957,67939307,5523,1027320,941708,450132
1774373176,2026-03-24 17:26:16,144672,0,44028,67892671,4927,151795,0,62959,67939307,5523,1027320,941648,449768
1774373177,2026-03-24 17:26:17,144711,0,44037,67892727,4927,151899,0,62959,67939307,5523,1027320,941768,449544
1774373178,2026-03-24 17:26:18,144747,0,44052,67892780,4927,152002,0,62961,67939307,5523,1027320,941672,449100
1774373179,2026-03-24 17:26:19,144785,0,44063,67892832,4927,152105,0,62962,67939307,5523,1027320,941680,448728
1774373180,2026-03-24 17:26:20,144824,0,44074,67892886,4927,152210,0,62962,67939307,5523,1027320,941664,448404
1774373181,2026-03-24 17:26:21,144860,0,44088,67892939,4927,152316,0,62962,67939307,5523,1027320,941652,448016
1774373182,2026-03-24 17:26:22,144901,0,44101,67892988,4927,152420,0,62962,67939307,5523,1027320,941708,447712
1774373184,2026-03-24 17:26:24,144941,0,44116,67893038,4927,152523,0,62964,67939307,5523,1027320,941780,447444
1774373185,2026-03-24 17:26:25,144975,0,44128,67893095,4927,152625,0,62966,67939307,5523,1027320,941680,446992
1774373186,2026-03-24 17:26:26,145012,0,44140,67893151,4927,152728,0,62967,67939307,5523,1027320,941700,446668
1774373187,2026-03-24 17:26:27,145045,0,44154,67893208,4927,152824,0,62976,67939307,5523,1027320,941772,446444
1774373188,2026-03-24 17:26:28,145080,0,44169,67893263,4927,152926,0,62979,67939307,5523,1027320,941724,446056
1774373189,2026-03-24 17:26:29,145114,0,44180,67893321,4927,153027,0,62982,67939307,5523,1027320,941644,445620
1774373190,2026-03-24 17:26:30,145150,0,44194,67893376,4927,153130,0,62984,67939307,5523,1027320,941696,445304
1774373191,2026-03-24 17:26:31,145197,0,44204,67893423,4927,153228,0,62990,67939307,5523,1027320,941624,444916
1774373192,2026-03-24 17:26:32,145235,0,44219,67893474,4927,153329,0,62994,67939307,5523,1027320,941732,444700
1774373193,2026-03-24 17:26:33,145275,0,44230,67893527,4927,153429,0,62998,67939307,5523,1027320,941720,444320
1774373194,2026-03-24 17:26:34,145310,0,44240,67893585,4927,153528,0,63003,67939307,5523,1027320,941676,443948
1774373195,2026-03-24 17:26:35,145348,0,44254,67893637,4927,153629,0,63007,67939307,5523,1027320,941644,443552
1774373196,2026-03-24 17:26:36,145386,0,44263,67893694,4927,153732,0,63009,67939307,5523,1027320,941752,443336
1774373197,2026-03-24 17:26:37,145425,0,44273,67893749,4927,153833,0,63012,67939307,5523,1027320,941740,442956
1774373198,2026-03-24 17:26:38,145461,0,44286,67893805,4927,153937,0,63013,67939307,5523,1027320,941716,442608
1774373199,2026-03-24 17:26:39,145510,0,44294,67893852,4927,154042,0,63013,67939307,5523,1027320,941656,442204
1774373200,2026-03-24 17:26:40,145548,0,44306,67893906,4927,154144,0,63016,67939307,5523,1027320,941764,441964
1774373201,2026-03-24 17:26:41,145586,0,44320,67893958,4927,154243,0,63021,67939307,5523,1027320,941716,441592
1774373202,2026-03-24 17:26:42,145625,0,44331,67894012,4927,154346,0,63022,67939307,5523,1027320,941644,441196
1774373203,2026-03-24 17:26:43,145662,0,44343,67894068,4928,154451,0,63022,67939307,5523,1027320,941788,440980
1774373204,2026-03-24 17:26:44,145704,0,44357,67894116,4928,154555,0,63023,67939307,5523,1027320,941692,440552
1774373206,2026-03-24 17:26:46,145743,0,44368,67894170,4928,154658,0,63025,67939307,5523,1027320,941644,440172
1774373207,2026-03-24 17:26:47,145777,0,44375,67894233,4928,154757,0,63030,67939307,5523,1027320,941704,439880
1774373208,2026-03-24 17:26:48,145812,0,44389,67894288,4928,154859,0,63033,67939307,5523,1027320,941604,439460
1774373209,2026-03-24 17:26:49,145853,0,44396,67894344,4928,154957,0,63039,67939307,5523,1027320,941648,439136
1774373210,2026-03-24 17:26:50,145892,0,44407,67894398,4928,155061,0,63039,67939307,5523,1027320,941680,438880
1774373211,2026-03-24 17:26:51,145989,0,44411,67894400,4928,155100,0,63048,67939363,5523,1027320,941632,438476
1774373212,2026-03-24 17:26:52,146087,0,44417,67894400,4928,155132,0,63058,67939423,5523,1027320,941500,438048
1774373213,2026-03-24 17:26:53,146186,0,44420,67894400,4928,155166,0,63069,67939481,5523,1027320,941644,437856
1774373214,2026-03-24 17:26:54,146285,0,44424,67894400,4928,155199,0,63080,67939541,5523,1027320,941512,437336
1774373215,2026-03-24 17:26:55,146368,0,44427,67894418,4928,155244,0,63085,67939593,5523,1027320,941540,437152
1774373216,2026-03-24 17:26:56,146390,0,44429,67894497,4928,155328,0,63090,67939607,5523,1027320,941484,436732
1774373217,2026-03-24 17:26:57,146423,0,44440,67894557,4928,155431,0,63091,67939607,5523,1027320,941544,436516
1774373218,2026-03-24 17:26:58,146454,0,44454,67894615,4928,155533,0,63093,67939607,5523,1027320,941532,436128
1774373219,2026-03-24 17:26:59,146488,0,44468,67894671,4928,155636,0,63095,67939607,5523,1027320,941492,435756
1774373220,2026-03-24 17:27:00,146518,0,44481,67894730,4928,155736,0,63098,67939607,5523,1027320,941548,435532
1774373221,2026-03-24 17:27:01,146550,0,44494,67894786,4928,155833,0,63105,67939607,5523,1027320,941504,435160
1774373222,2026-03-24 17:27:02,146590,0,44500,67894844,4928,155936,0,63106,67939607,5523,1027320,941596,434912
1774373223,2026-03-24 17:27:03,146626,0,44512,67894898,4928,156036,0,63110,67939607,5523,1027320,941580,434532
1774373224,2026-03-24 17:27:04,146663,0,44521,67894955,4928,156130,0,63114,67939612,5523,1027320,941940,434604
1774373225,2026-03-24 17:27:05,146664,0,44522,67895055,4928,156163,0,63129,67939666,5523,1027320,942456,434132
1774373226,2026-03-24 17:27:06,146664,0,44524,67895155,4928,156163,0,63129,67939769,5523,1027320,942488,434164
1774373227,2026-03-24 17:27:07,146665,0,44525,67895256,4928,156163,0,63130,67939870,5523,1027320,942456,434132
1774373228,2026-03-24 17:27:08,146666,0,44525,67895357,4928,156163,0,63131,67939971,5523,1027320,942488,434164
1774373229,2026-03-24 17:27:09,146666,0,44527,67895457,4928,156163,0,63131,67940074,5523,1027320,942332,434008
1774373230,2026-03-24 17:27:10,146668,0,44530,67895555,4928,156168,0,63133,67940169,5523,1027320,941664,433340
1774373231,2026-03-24 17:27:11,146757,0,44536,67895564,4928,156201,0,63142,67940230,5523,1027320,941412,432792
1774373232,2026-03-24 17:27:12,146857,0,44538,67895565,4928,156239,0,63149,67940288,5523,1027320,941532,432588
1774373233,2026-03-24 17:27:13,146958,0,44540,67895566,4928,156273,0,63161,67940346,5523,1027320,941684,432412
1774373234,2026-03-24 17:27:14,147055,0,44541,67895572,4928,156310,0,63172,67940403,5523,1027320,941652,432056
1774373236,2026-03-24 17:27:16,147155,0,44541,67895577,4928,156345,0,63188,67940457,5523,1027320,941512,431628
1774373237,2026-03-24 17:27:17,147249,0,44546,67895583,4928,156384,0,63198,67940512,5523,1027320,941680,431428
1774373238,2026-03-24 17:27:18,147347,0,44547,67895588,4928,156419,0,63210,67940569,5523,1027320,941620,431032
1774373239,2026-03-24 17:27:19,147447,0,44550,67895589,4928,156460,0,63226,67940617,5523,1027320,941560,430644
1774373240,2026-03-24 17:27:20,147549,0,44554,67895589,4928,156505,0,63242,67940662,5523,1027320,941624,430364
1774373241,2026-03-24 17:27:21,147647,0,44562,67895589,4928,156546,0,63264,67940705,5523,1027320,941588,429992
1774373242,2026-03-24 17:27:22,147749,0,44566,67895589,4928,156587,0,63278,67940755,5523,1027320,941576,429676
1774373243,2026-03-24 17:27:23,147852,0,44569,67895589,4928,156634,0,63293,67940798,5523,1027320,941588,429280
