epoch,timestamp,cpu0_user,cpu0_nice,cpu0_system,cpu0_idle,cpu0_iowait,cpu1_user,cpu1_nice,cpu1_system,cpu1_idle,cpu1_iowait,mem_total_kb,mem_available_kb,mem_free_kb
1774402653,2026-03-25 01:37:33,5137124,0,296749,7301944,2354,6275696,0,351409,6108132,2169,2006476,1671512,623668
1774402654,2026-03-25 01:37:34,5137180,0,296762,7301959,2359,6275705,0,351424,6108200,2176,2006476,1531852,485804
1774402655,2026-03-25 01:37:35,5137194,0,296764,7302042,2360,6275785,0,351427,6108216,2176,2006476,1475160,425840
1774402656,2026-03-25 01:37:36,5137227,0,296767,7302102,2361,6275847,0,351429,6108250,2177,2006476,1476164,424540
